"use_type_path";"attribute_name"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y DELICIOSA";"Woody"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y DELICIOSA";"Cropland"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y DELICIOSA";"Permanent crops"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y DELICIOSA";"Permanent pasture"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y DELICIOSA";"Forest"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y DELICIOSA";"Legumes"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y DELICIOSA";"Unharvested zone cereals legumes oilseeds"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y DELICIOSA";"Integrated"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y ERIANTHA";"Latin"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y ERIANTHA";"EPPO"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y ERIANTHA";"C. UPOV"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y ERIANTHA";"Horticultural"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y ERIANTHA";"Energetic"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y ERIANTHA";"Fruit tree"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y ERIANTHA";"Shell fruits"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y ERIANTHA";"Aromatic condiment medicinal"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y ERIANTHA";"Direct sowing"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y ERIANTHA";"Improving species"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y ERIANTHA";"Short-cycle forestry"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y ERIANTHA";"Woody"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y ERIANTHA";"Cropland"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y ERIANTHA";"Permanent crops"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y ERIANTHA";"Permanent pasture"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y ERIANTHA";"Forest"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y ERIANTHA";"Legumes"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y ERIANTHA";"Unharvested zone cereals legumes oilseeds"
"Farming/Fruit trees (non-citrus)/HÍBRIDOS DE ACTINIDIA CHINENSIS Y ERIANTHA";"Integrated"
"Farming/Fruit trees (non-citrus)/PUMMELO";"Latin"
"Farming/Fruit trees (non-citrus)/PUMMELO";"EPPO"
"Farming/Fruit trees (non-citrus)/PUMMELO";"C. UPOV"
"Farming/Fruit trees (non-citrus)/PUMMELO";"Horticultural"
"Farming/Fruit trees (non-citrus)/PUMMELO";"Energetic"
"Farming/Fruit trees (non-citrus)/PUMMELO";"Fruit tree"
"Farming/Fruit trees (non-citrus)/PUMMELO";"Shell fruits"
"Farming/Fruit trees (non-citrus)/PUMMELO";"Aromatic condiment medicinal"
"Farming/Fruit trees (non-citrus)/PUMMELO";"Direct sowing"
"Farming/Fruit trees (non-citrus)/PUMMELO";"Improving species"
"Farming/Fruit trees (non-citrus)/PUMMELO";"Short-cycle forestry"
"Farming/Fruit trees (non-citrus)/PUMMELO";"Woody"
"Farming/Fruit trees (non-citrus)/PUMMELO";"Cropland"
"Farming/Fruit trees (non-citrus)/PUMMELO";"Permanent crops"
"Farming/Fruit trees (non-citrus)/PUMMELO";"Permanent pasture"
"Farming/Fruit trees (non-citrus)/PUMMELO";"Forest"
"Farming/Fruit trees (non-citrus)/PUMMELO";"Legumes"
"Farming/Fruit trees (non-citrus)/PUMMELO";"Unharvested zone cereals legumes oilseeds"
"Farming/Fruit trees (non-citrus)/PUMMELO";"Integrated"
"Farming/Citrus/HÍBRIDOS DE CITRUS MÁXIMA Y RETICULATA";"Latin"
"Farming/Citrus/HÍBRIDOS DE CITRUS MÁXIMA Y RETICULATA";"EPPO"
"Farming/Citrus/HÍBRIDOS DE CITRUS MÁXIMA Y RETICULATA";"C. UPOV"
"Farming/Citrus/HÍBRIDOS DE CITRUS MÁXIMA Y RETICULATA";"Horticultural"
"Farming/Citrus/HÍBRIDOS DE CITRUS MÁXIMA Y RETICULATA";"Energetic"
"Farming/Citrus/HÍBRIDOS DE CITRUS MÁXIMA Y RETICULATA";"Fruit tree"
"Farming/Citrus/HÍBRIDOS DE CITRUS MÁXIMA Y RETICULATA";"Shell fruits"
"Farming/Citrus/HÍBRIDOS DE CITRUS MÁXIMA Y RETICULATA";"Aromatic condiment medicinal"
"Farming/Citrus/HÍBRIDOS DE CITRUS MÁXIMA Y RETICULATA";"Direct sowing"
"Farming/Citrus/HÍBRIDOS DE CITRUS MÁXIMA Y RETICULATA";"Improving species"
"Farming/Citrus/HÍBRIDOS DE CITRUS MÁXIMA Y RETICULATA";"Short-cycle forestry"
"Farming/Citrus/HÍBRIDOS DE CITRUS MÁXIMA Y RETICULATA";"Woody"
"Farming/Citrus/HÍBRIDOS DE CITRUS MÁXIMA Y RETICULATA";"Cropland"
"Farming/Citrus/HÍBRIDOS DE CITRUS MÁXIMA Y RETICULATA";"Permanent crops"
"Farming/Citrus/HÍBRIDOS DE CITRUS MÁXIMA Y RETICULATA";"Permanent pasture"
"Farming/Citrus/HÍBRIDOS DE CITRUS MÁXIMA Y RETICULATA";"Forest"
"Farming/Citrus/HÍBRIDOS DE CITRUS MÁXIMA Y RETICULATA";"Legumes"
"Farming/Citrus/HÍBRIDOS DE CITRUS MÁXIMA Y RETICULATA";"Unharvested zone cereals legumes oilseeds"
"Farming/Citrus/HÍBRIDOS DE CITRUS MÁXIMA Y RETICULATA";"Integrated"
"Farming/Forage and Fodder/MEZCLA DE VEZA - YEROS";"Latin"
"Farming/Forage and Fodder/MEZCLA DE VEZA - YEROS";"EPPO"
"Farming/Forage and Fodder/MEZCLA DE VEZA - YEROS";"C. UPOV"
"Farming/Forage and Fodder/MEZCLA DE VEZA - YEROS";"Horticultural"
"Farming/Forage and Fodder/MEZCLA DE VEZA - YEROS";"Energetic"
"Farming/Forage and Fodder/MEZCLA DE VEZA - YEROS";"Fruit tree"
"Farming/Forage and Fodder/MEZCLA DE VEZA - YEROS";"Shell fruits"
"Farming/Forage and Fodder/MEZCLA DE VEZA - YEROS";"Aromatic condiment medicinal"
"Farming/Forage and Fodder/MEZCLA DE VEZA - YEROS";"Direct sowing"
"Farming/Forage and Fodder/MEZCLA DE VEZA - YEROS";"Improving species"
"Farming/Forage and Fodder/MEZCLA DE VEZA - YEROS";"Short-cycle forestry"
"Farming/Forage and Fodder/MEZCLA DE VEZA - YEROS";"Woody"
"Farming/Forage and Fodder/MEZCLA DE VEZA - YEROS";"Cropland"
"Farming/Forage and Fodder/MEZCLA DE VEZA - YEROS";"Permanent crops"
"Farming/Forage and Fodder/MEZCLA DE VEZA - YEROS";"Permanent pasture"
"Farming/Forage and Fodder/MEZCLA DE VEZA - YEROS";"Forest"
"Farming/Forage and Fodder/MEZCLA DE VEZA - YEROS";"Legumes"
"Farming/Forage and Fodder/MEZCLA DE VEZA - YEROS";"Unharvested zone cereals legumes oilseeds"
"Farming/Forage and Fodder/MEZCLA DE VEZA - YEROS";"Integrated"
"Farming/Legumes (grain)/MEZCLA DE VEZA - TITARROS";"Latin"
"Farming/Legumes (grain)/MEZCLA DE VEZA - TITARROS";"EPPO"
"Farming/Legumes (grain)/MEZCLA DE VEZA - TITARROS";"C. UPOV"
"Farming/Legumes (grain)/MEZCLA DE VEZA - TITARROS";"Horticultural"
"Farming/Legumes (grain)/MEZCLA DE VEZA - TITARROS";"Energetic"
"Farming/Legumes (grain)/MEZCLA DE VEZA - TITARROS";"Fruit tree"
"Farming/Legumes (grain)/MEZCLA DE VEZA - TITARROS";"Shell fruits"
"Farming/Legumes (grain)/MEZCLA DE VEZA - TITARROS";"Aromatic condiment medicinal"
"Farming/Legumes (grain)/MEZCLA DE VEZA - TITARROS";"Direct sowing"
"Farming/Legumes (grain)/MEZCLA DE VEZA - TITARROS";"Improving species"
"Farming/Legumes (grain)/MEZCLA DE VEZA - TITARROS";"Short-cycle forestry"
"Farming/Legumes (grain)/MEZCLA DE VEZA - TITARROS";"Woody"
"Farming/Legumes (grain)/MEZCLA DE VEZA - TITARROS";"Cropland"
"Farming/Legumes (grain)/MEZCLA DE VEZA - TITARROS";"Permanent crops"
"Farming/Legumes (grain)/MEZCLA DE VEZA - TITARROS";"Permanent pasture"
"Farming/Legumes (grain)/MEZCLA DE VEZA - TITARROS";"Forest"
"Farming/Legumes (grain)/MEZCLA DE VEZA - TITARROS";"Legumes"
"Farming/Legumes (grain)/MEZCLA DE VEZA - TITARROS";"Unharvested zone cereals legumes oilseeds"
"Farming/Legumes (grain)/MEZCLA DE VEZA - TITARROS";"Integrated"
"Farming/Cereals/TRIGO BLANDO";"Product"
"Farming/Cereals/ESPELTA";"Product"
"Farming/Cereals/TRIGO DURO";"Product"
"Farming/Cereals/MAÍZ";"Product"
"Farming/Cereals/CEBADA";"Product"
"Farming/Cereals/CENTENO";"Product"
"Farming/Cereals/SORGO";"Product"
"Farming/Cereals/AVENA";"Product"
"Farming/Other/ALFORFÓN";"Product"
"Farming/Cereals/MIJO";"Product"
"Farming/Cereals/ALPISTE";"Product"
"Farming/Other/TRANQUILLÓN";"Product"
"Farming/Cereals/TRITICALE";"Product"
"Farming/Cereals/TRITORDEUM";"Product"
"Farming/Cereals/TEFF";"Product"
"Farming/Oilseeds and Industrial/GIRASOL";"Product"
"Farming/Legumes (grain)/SOJA";"Product"
"Farming/Oilseeds and Industrial/COLZA";"Product"
"Farming/Oilseeds and Industrial/CAMELINA";"Product"
"Farming/Legumes (grain)/GUISANTE";"Product"
"Farming/Legumes (grain)/HABA";"Product"
"Farming/Legumes (grain)/ALTRAMUZ BLANCO";"Product"
"Farming/Legumes (grain)/ALUBIA";"Product"
"Farming/Legumes (grain)/GARBANZO";"Product"
"Farming/Legumes (grain)/LENTEJA";"Product"
"Farming/Forage and Fodder/VEZA";"Product"
"Farming/Forage and Fodder/YEROS";"Product"
"Farming/Forage and Fodder/ALFALFA";"Product"
"Farming/Forage and Fodder/ALHOLVA";"Product"
"Farming/Forage and Fodder/ESPARCETA";"Product"
"Farming/Other/FESTUCA";"Product"
"Farming/Other/RAYGRASS PERENNE";"Product"
"Farming/Forage and Fodder/ZULLA";"Product"
"Farming/Legumes (grain)/TRÉBOL";"Product"
"Farming/Cereals/ARROZ";"Product"
"Farming/Industrial crops/ALGODÓN";"Product"
"Farming/Sugar crops/REMOLACHA";"Product"
"Farming/Industrial crops/TABACO";"Product"
"Farming/Fruit trees (non-citrus)/LÚPULO";"Product"
"Farming/Industrial crops/LINO";"Product"
"Farming/Industrial crops/CÁÑAMO";"Product"
"Farming/Legumes (grain)/CACAHUETE";"Product"
"Farming/Oilseeds and Industrial/CÁRTAMO";"Product"
"Farming/Other/CHUFA";"Product"
"Farming/Other/REGALIZ";"Product"
"Farming/Ornamentals and Flowers/FLORES";"Product"
"Farming/Vegetables/ROMANESCU";"Product"
"Farming/Other/ESPECIES AROMÁTICAS HERBÁCEAS";"Product"
"Farming/Mushrooms/SETAS";"Product"
"Farming/Tubers and Roots/PATATA";"Product"
"Farming/Fruit trees (non-citrus)/OLIVO";"Product"
"Farming/Fruit trees (non-citrus)/VIÑA";"Product"
"Farming/Orchards and Nuts/ALMENDRO";"Product"
"Farming/Fruit trees (non-citrus)/MELOCOTONERO";"Product"
"Farming/Fruit trees (non-citrus)/NECTARINO";"Product"
"Farming/Fruit trees (non-citrus)/ALBARICOQUERO";"Product"
"Farming/Fruit trees (non-citrus)/PERAL";"Product"
"Farming/Fruit trees (non-citrus)/MANZANO";"Product"
"Farming/Fruit trees (non-citrus)/CEREZO";"Product"
"Farming/Fruit trees (non-citrus)/CIRUELO";"Product"
"Farming/Woody others/NOGAL";"Product"
"Farming/Woody others/CASTAÑO";"Product"
"Farming/Fruit trees (non-citrus)/ESPECIES AROMÁTICAS LEÑOSAS";"Product"
"Farming/Tubers and Roots/BONIATO";"Product"
"Farming/Orchards and Nuts/ALGARROBO";"Product"
"Farming/Woody others/AVELLANO";"Product"
"Farming/Orchards and Nuts/PISTACHO";"Product"
"Farming/Industrial crops/ADORMIDERA";"Product"
"Farming/Industrial crops/KENAF";"Product"
"Farming/Berries/ZARZAMORA";"Product"
"Farming/Vegetables/PUERRO";"Product"
"Farming/Vegetables/PIMIENTO";"Product"
"Farming/Vegetables/MELÓN";"Product"
"Farming/Vegetables/BRÓCOLI";"Product"
"Farming/Vegetables/LECHUGA";"Product"
"Farming/Vegetables/SANDÍA";"Product"
"Farming/Vegetables/CEBOLLA";"Product"
"Farming/Vegetables/APIO";"Product"
"Farming/Vegetables/COLIRRÁBANO";"Product"
"Farming/Vegetables/COLIFLOR";"Product"
"Farming/Vegetables/BERENJENA";"Product"
"Farming/Vegetables/CALABACÍN";"Product"
"Farming/Vegetables/ALCACHOFA";"Product"
"Farming/Vegetables/PEPINO";"Product"
"Farming/Vegetables/ACELGA";"Product"
"Farming/Vegetables/CEBOLLETA";"Product"
"Farming/Vegetables/CHALOTA";"Product"
"Farming/Vegetables/AJO";"Product"
"Farming/Tubers and Roots/CHIRIVÍA";"Product"
"Farming/Vegetables/REPOLLO";"Product"
"Farming/Vegetables/COL ROJA O LOMBARDA";"Product"
"Farming/Vegetables/COL MILÁN O SAVOY";"Product"
"Farming/Vegetables/BERZA";"Product"
"Farming/Vegetables/COL DE BRUSELAS";"Product"
"Farming/Vegetables/ENDIVIA";"Product"
"Farming/Tubers and Roots/ZANAHORIA";"Product"
"Farming/Tubers and Roots/NABO";"Product"
"Farming/Vegetables/ACHICORIA";"Product"
"Farming/Vegetables/GUINDILLA";"Product"
"Farming/Vegetables/ESPINACA";"Product"
"Farming/Vegetables/CARDO";"Product"
"Farming/Vegetables/CALABAZA";"Product"
"Farming/Vegetables/CALABAZA DEL PEREGRINO";"Product"
"Farming/Vegetables/BORRAJA";"Product"
"Farming/Vegetables/ESCAROLA";"Product"
"Farming/Vegetables/RÁBANO";"Product"
"Farming/Vegetables/BERRO DE AGUA";"Product"
"Farming/Berries/FRAMBUESA";"Product"
"Farming/Vegetables/HUERTA";"Product"
"Farming/Other/CHAMPIÑÓN";"Product"
"Farming/Vegetables/TOMATE";"Product"
"Farming/Fruit trees (non-citrus)/PLATERINA";"Product"
"Farming/Fruit trees (non-citrus)/PARAGUAYO";"Product"
"Farming/Citrus/CLEMENTINA";"Product"
"Farming/Citrus/SATSUMA";"Product"
"Farming/Citrus/NARANJO";"Product"
"Farming/Citrus/LIMONERO";"Product"
"Farming/Citrus/POMELO O TORONJA";"Product"
"Farming/Citrus/MANDARINO";"Product"
"Farming/Citrus/MANDARINO HÍBRIDO";"Product"
"Farming/Fruit trees (non-citrus)/MEMBRILLO";"Product"
"Farming/Fruit trees (non-citrus)/KIWI";"Product"
"Farming/Fruit trees (non-citrus)/CAQUI o PALOSANTO";"Product"
"Farming/Fruit trees (non-citrus)/NÍSPERO";"Product"
"Farming/Berries/GROSELLERO";"Product"
"Farming/Fruit trees (non-citrus)/ARÁNDANO";"Product"
"Farming/Fruit trees (non-citrus)/GRANADO";"Product"
"Farming/Fruit trees (non-citrus)/HIGUERA";"Product"
"Farming/Vegetables/FRESA";"Product"
"Farming/Other/CAÑA DE AZÚCAR";"Product"
"Farming/Cereals/QUINOA";"Product"
"Farming/Industrial crops/MISCANTHUS";"Product"
"Farming/Other/CAÑA COMÚN";"Product"
"Farming/Legumes (grain)/ALTRAMUZ AMARILLO";"Product"
"Farming/Legumes (grain)/ALMORTA";"Product"
"Farming/Legumes (grain)/TITARROS";"Product"
"Farming/Forage and Fodder/MEZCLA AVENA-VEZA";"Product"
"Farming/Forage and Fodder/MEZCLA TRITICALE-VEZA";"Product"
"Farming/Forage and Fodder/MEZCLA TRIGO-VEZA";"Product"
"Farming/Forage and Fodder/MEZCLA CEBADA-VEZA";"Product"
"Farming/Forage and Fodder/MEZCLA AVENA-ZULLA";"Product"
"Farming/Forage and Fodder/MEZCLA CEBADA-ZULLA";"Product"
"Farming/Other/CULTIVOS MIXTOS DE ESPECIES PRATENSES";"Product"
"Farming/Legumes (grain)/ALGARROBA";"Product"
"Farming/Legumes (grain)/ALVERJA";"Product"
"Farming/Legumes (grain)/ALBERJÓN";"Product"
"Farming/Fruit trees (non-citrus)/AJEDREA";"Product"
"Farming/Vegetables/CILANTRO";"Product"
"Farming/Other/ANÍS DULCE";"Product"
"Farming/Vegetables/ENELDO";"Product"
"Farming/Other/VALERIANA";"Product"
"Farming/Other/ARTEMISA";"Product"
"Farming/Other/GENCIANA";"Product"
"Farming/Fruit trees (non-citrus)/HISOPO";"Product"
"Farming/Vegetables/HINOJO";"Product"
"Farming/Vegetables/PEREJIL";"Product"
"Farming/Vegetables/AZAFRÁN";"Product"
"Farming/Fruit trees (non-citrus)/TOMILLO";"Product"
"Farming/Vegetables/ALBAHACA";"Product"
"Farming/Fruit trees (non-citrus)/MELISA O TORONJIL";"Product"
"Farming/Vegetables/MENTA";"Product"
"Farming/Other/ORÉGANO";"Product"
"Farming/Fruit trees (non-citrus)/SALVIA";"Product"
"Farming/Vegetables/PERIFOLLO";"Product"
"Farming/Other/ESTRAGÓN";"Product"
"Farming/Vegetables/MEJORANA";"Product"
"Farming/Other/CALÉNDULA";"Product"
"Farming/Vegetables/COMINO";"Product"
"Farming/Vegetables/ESTEVIA";"Product"
"Farming/Other/HIPÉRICO";"Product"
"Farming/Other/HIERBABUENA";"Product"
"Farming/Other/VERBENA";"Product"
"Farming/Berries/FRUTOS DEL BOSQUE";"Product"
"Farming/Fruit trees (non-citrus)/ESPÁRRAGO";"Product"
"Farming/Woody others/TRUFA";"Product"
"Farming/Fruit trees (non-citrus)/LAVANDA";"Product"
"Farming/Fruit trees (non-citrus)/LAVANDÍN";"Product"
"Farming/Fruit trees (non-citrus)/ALCAPARRA";"Product"
"Farming/Fruit trees (non-citrus)/AJENJO";"Product"
"Farming/Fruit trees (non-citrus)/ESPLIEGO";"Product"
"Farming/Fruit trees (non-citrus)/HELICRISO";"Product"
"Farming/Fruit trees (non-citrus)/HIERBALUISA";"Product"
"Farming/Fruit trees (non-citrus)/ROMERO";"Product"
"Farming/Fruit trees (non-citrus)/SANTOLINA";"Product"
"Farming/Fruit trees (non-citrus)/ALOE VERA";"Product"
"Farming/Fruit trees (non-citrus)/CAFÉ";"Product"
"Farming/Legumes (grain)/MEZCLA CEBADA-GUISANTE";"Product"
"Farming/Legumes (grain)/MEZCLA AVENA-GUISANTE";"Product"
"Farming/Vegetables/COL CHINA";"Product"
"Farming/Cereals/MEZCLA AVENA-TRIGO";"Product"
"Farming/Cereals/MEZCLA AVENA-CEBADA";"Product"
"Farming/Cereals/MEZCLA AVENA-TRITICALE";"Product"
"Farming/Other/AGRIMONIA";"Product"
"Farming/Other/BARDANA";"Product"
"Farming/Other/DIENTE DE LEÓN";"Product"
"Farming/Other/ENULA";"Product"
"Farming/Other/EQUINACEA";"Product"
"Farming/Other/GINSENG";"Product"
"Farming/Other/LLANTÉN";"Product"
"Farming/Other/MALVAVISCO";"Product"
"Farming/Other/MANZANILLA AMARGA";"Product"
"Farming/Other/MANZANILLA DULCE";"Product"
"Farming/Other/MILENRAMA";"Product"
"Farming/Other/POLEO";"Product"
"Farming/Other/ROMPEPIEDRA";"Product"
"Farming/Other/TRAVALERA";"Product"
"Farming/Other/VARA DE ORO";"Product"
"Farming/Cereals/TRIGO KHORASAN";"Product"
"Farming/Other/AMARANTO";"Product"
"Farming/Other/MOSTAZA";"Product"
"Farming/Legumes (grain)/MEZCLA ALGARROBA-AVENA";"Product"
"Farming/Legumes (grain)/MEZCLA ALGARROBA-CEBADA";"Product"
"Farming/Forage and Fodder/MEZCLA RAYGRASS-VEZA";"Product"
"Farming/Forage and Fodder/MEZCLA AVENA-YEROS";"Product"
"Farming/Forage and Fodder/MEZCLA CEBADA-YEROS";"Product"
"Farming/Other/SILPHIUM";"Product"
"Farming/Fruit trees (non-citrus)/AGUACATE";"Product"
"Farming/Fruit trees (non-citrus)/MANGO";"Product"
"Farming/Fruit trees (non-citrus)/CHIRIMOYO";"Product"
"Farming/Fruit trees (non-citrus)/PAPAYA";"Product"
"Farming/Citrus/NARANJO AMARGO";"Product"
"Farming/Woody others/ACEBUCHE";"Product"
"Farming/Woody others/PINO";"Product"
"Farming/Legumes (grain)/HABONCILLO";"Product"
"Farming/Other/ESCANDA";"Product"
"Farming/Other/ESCAÑA";"Product"
"Farming/Legumes (grain)/JUDÍA ESCARLATA";"Product"
"Farming/Fruit trees (non-citrus)/RAMIO";"Product"
"Farming/Other/SÉSAMO";"Product"
"Farming/Vegetables/CEBOLLINO";"Product"
"Farming/Other/ACEDERILLA";"Product"
"Farming/Fruit trees (non-citrus)/ANÍS ESTRELLADO";"Product"
"Farming/Other/BOTÓN DE ORO";"Product"
"Farming/Vegetables/AJOWAN";"Product"
"Farming/Other/CHUPAMIELES";"Product"
"Farming/Other/DEDALERA O DIGITAL";"Product"
"Farming/Other/CICUTA";"Product"
"Farming/Other/JABONERA";"Product"
"Farming/Other/MALVA COMÚN";"Product"
"Farming/Other/PULMONARIA";"Product"
"Farming/Vegetables/CARDO DE FULLER";"Product"
"Farming/Other/TÁRTAGO";"Product"
"Farming/Vegetables/PATACA";"Product"
"Farming/Vegetables/CANÓNIGO";"Product"
"Farming/Vegetables/BERRO HORTELANO";"Product"
"Farming/Vegetables/RUIBARBO";"Product"
"Farming/Vegetables/VERDOLAGA";"Product"
"Farming/Vegetables/RÁBANO PICANTE";"Product"
"Farming/Fruit trees (non-citrus)/BERGAMOTO";"Product"
"Farming/Fruit trees (non-citrus)/CIDRO";"Product"
"Farming/Fruit trees (non-citrus)/LIMÓN MANDARINA";"Product"
"Farming/Fruit trees (non-citrus)/LIMERO DULCE";"Product"
"Farming/Fruit trees (non-citrus)/LIMÓN DULCE DEL MEDITERRÁNEO";"Product"
"Farming/Citrus/NARANJO MORUNO";"Product"
"Farming/Fruit trees (non-citrus)/GUINDO";"Product"
"Farming/Fruit trees (non-citrus)/TÉ";"Product"
"Farming/Vegetables/COL CRESPA";"Product"
"Farming/Legumes (grain)/CAUPÍ";"Product"
"Farming/Vegetables/CHOISUM";"Product"
"Farming/Vegetables/BRÓCOLI CHINO";"Product"
"Farming/Other/SALSIFÍ";"Product"
"Farming/Tubers and Roots/COLINABO";"Product"
"Farming/Other/ESCORZONERA";"Product"
"Farming/Other/BARBAREA";"Product"
"Farming/Fruit trees (non-citrus)/NUEZ DE COLA";"Product"
"Farming/Forage and Fodder/VEZA VELLOSA";"Product"
"Farming/Vegetables/GRELOS";"Product"
"Farming/Legumes (grain)/MEDICAGO";"Product"
"Farming/Woody others/NOGAL PECANO";"Product"
"Farming/Legumes (grain)/CROTALARIA JUNCEA";"Product"
"Farming/Fruit trees (non-citrus)/PLATANERA";"Product"
"Farming/Fruit trees (non-citrus)/PIÑA";"Product"
"Farming/Fruit trees (non-citrus)/NASHI";"Product"
"Farming/Fruit trees (non-citrus)/LITCHI";"Product"
"Farming/Fruit trees (non-citrus)/KUMQUAT";"Product"
"Farming/Fruit trees (non-citrus)/LIMEQUAT";"Product"
"Farming/Fruit trees (non-citrus)/MANO DE BUDA";"Product"
"Farming/Fruit trees (non-citrus)/LIMA";"Product"
"Farming/Vegetables/KALE";"Product"
"Farming/Fruit trees (non-citrus)/PITAYA";"Product"
"Farming/Vegetables/ALFICOZ";"Product"
"Farming/Vegetables/BATATA";"Product"
"Farming/Vegetables/RÚCULA";"Product"
"Farming/Vegetables/PLANTAS ORNAMENTALES";"Product"
"Farming/Vegetables/ÑAME";"Product"
"Farming/Legumes (grain)/CUERNECILLO";"Product"
"Farming/Vegetables/FRESÓN";"Product"
"Farming/Fruit trees (non-citrus)/PALMERA DATILERA";"Product"
"Farming/Fruit trees (non-citrus)/MARACUYÁ o FRUTO DE LA PASIÓN";"Product"
"Farming/Legumes (grain)/MEZCLA AVENA-HABA";"Product"
"Farming/Forage and Fodder/MEZCLA AVENA-CEBADA-VEZA";"Product"
"Farming/Vegetables/AJO PUERRO";"Product"
"Farming/Cereals/TRIGO BLANDO";"Variedad/ Especie/ Tipo"
"Farming/Cereals/TRIGO BLANDO";"Admisible Ayudas Asociadas"
"Farming/Cereals/TRIGO BLANDO";"Vinificable"
"Farming/Cereals/TRIGO BLANDO";"Integrado"
"Farming/Cereals/ESPELTA";"Variedad/ Especie/ Tipo"
"Farming/Cereals/ESPELTA";"Admisible Ayudas Asociadas"
"Farming/Cereals/ESPELTA";"Vinificable"
"Farming/Cereals/ESPELTA";"Integrado"
"Farming/Cereals/TRIGO DURO";"Variedad/ Especie/ Tipo"
"Farming/Cereals/TRIGO DURO";"Admisible Ayudas Asociadas"
"Farming/Cereals/TRIGO DURO";"Vinificable"
"Farming/Cereals/TRIGO DURO";"Integrado"
"Farming/Cereals/MAÍZ";"Variedad/ Especie/ Tipo"
"Farming/Cereals/MAÍZ";"Admisible Ayudas Asociadas"
"Farming/Cereals/MAÍZ";"Vinificable"
"Farming/Cereals/MAÍZ";"Integrado"
"Farming/Cereals/CEBADA";"Variedad/ Especie/ Tipo"
"Farming/Cereals/CEBADA";"Admisible Ayudas Asociadas"
"Farming/Cereals/CEBADA";"Vinificable"
"Farming/Cereals/CEBADA";"Integrado"
"Farming/Cereals/CENTENO";"Variedad/ Especie/ Tipo"
"Farming/Cereals/CENTENO";"Admisible Ayudas Asociadas"
"Farming/Cereals/CENTENO";"Vinificable"
"Farming/Cereals/CENTENO";"Integrado"
"Farming/Cereals/SORGO";"Variedad/ Especie/ Tipo"
"Farming/Cereals/SORGO";"Admisible Ayudas Asociadas"
"Farming/Cereals/SORGO";"Vinificable"
"Farming/Cereals/SORGO";"Integrado"
"Farming/Cereals/AVENA";"Variedad/ Especie/ Tipo"
"Farming/Cereals/AVENA";"Admisible Ayudas Asociadas"
"Farming/Cereals/AVENA";"Vinificable"
"Farming/Cereals/AVENA";"Integrado"
"Farming/Other/ALFORFÓN";"Variedad/ Especie/ Tipo"
"Farming/Other/ALFORFÓN";"Admisible Ayudas Asociadas"
"Farming/Other/ALFORFÓN";"Vinificable"
"Farming/Other/ALFORFÓN";"Integrado"
"Farming/Cereals/MIJO";"Variedad/ Especie/ Tipo"
"Farming/Cereals/MIJO";"Admisible Ayudas Asociadas"
"Farming/Cereals/MIJO";"Vinificable"
"Farming/Cereals/MIJO";"Integrado"
"Farming/Cereals/ALPISTE";"Variedad/ Especie/ Tipo"
"Farming/Cereals/ALPISTE";"Admisible Ayudas Asociadas"
"Farming/Cereals/ALPISTE";"Vinificable"
